Name,FireDragonCrane,
File,C:\Users\Are-Laptop\Downloads\MainSTDTest1_270325.csv,
Starttime of export,133875522104190000,torsdag 27. mars 2025,13:30:10.419
Endtime of export,133875522631590000,torsdag 27. mars 2025,13:31:03.159


Name,MainPaDCV,MainPaCyl,MainPbDCV,Ps,MainXRef,MainPistonPosition,MainXDotRef,MainPistonVelocity,MainFlowA,MainFlowB,MainFF,MainPID,MainU,MainError,JibPaCyl,JibPaDCV,JibPbCyl,JibPbDCV,JibXRef,JibPistonPosition,JibXDotRef,JibVelocity,JibFlowA,JibFlowB,JibFF,JibPID,JibError,JibU,WinchPa,WinchPb,WinchDistance,JoystickExtrude,JoystickJib,JoystickMain,JoystickRotation,JoystickWinch
130,0.069001207663885469,57.920174720988257,0.2816780269269013,150.66462675329484,0.29989333437468846,0.29989333437468846,0,0,0,0,0,0,0,-3.2841021169183193E-07,50.361207241506484,54.105276459957913,62.765834278189978,66.450341120204783,0.82442779904711427,0.82442779904711427,0,0,0,0,0,0,3.4341636589996227E-07,0,0,0,0.13672288677093886,-0.021234924234614989,0.021159630743698785,-0.019343553863566211,-0.020635747785304845,-0.019516246236894009
140,0.068988302649434369,57.920207261283565,0.28175963182731378,150.66396923366079,0.29989369176428954,0.29989369176428954,0,0,0,0,0,0,0,-3.5738960108000484E-07,50.361264617289841,54.105417702322463,62.766852099989762,66.450563826143522,0.82442822475895372,0.82442822475895372,0,0,0,0,0,0,-4.2571183944684066E-07,0,0,0,0.13672288677093886,-0.021647252860529841,0.021470801784047297,-0.019755118839386767,-0.021469515372589891,-0.020139105159348074
150,0.068993346832994115,57.92039697906192,0.2818300797312146,150.66327299727112,0.29989393664304048,0.29989393664304048,0,0,0,0,0,0,0,-2.44878750943478E-07,50.361824419303829,54.10587504305952,62.767841957468384,66.450262449465413,0.82442950761552647,0.82442950761552647,0,0,0,0,0,0,-1.2828565727485142E-06,0,0,0,0.13672288677093886,-0.021338006391093702,0.021367078103931129,-0.019549336351476491,-0.021365294424179261,-0.020035295338939062
160,0.069014725377214273,57.921114702112156,0.28198646970295616,150.66268881173258,0.29989421554593071,0.29989421554593071,0,0,0,0,0,0,0,-2.7890289022725057E-07,50.363321722104835,54.106666781797372,62.768850620567726,66.4501594492908,0.824431092268136,0.824431092268136,0,0,0,0,0,0,-1.5846526095764091E-06,0,0,0,0.13672288677093886,-0.02247191011235955,0.022508038585209004,-0.020784031278938162,-0.022303282959874934,-0.02107339354302917
170,0.069002709551469282,57.922214293868038,0.282124161931799,150.66264276282715,0.29989466185287161,0.29989466185287161,0,0,0,0,0,0,0,-4.4630694090441736E-07,50.365233574367075,54.107422728764028,62.769968822018996,66.45071953396112,0.82443278760383287,0.82443278760383287,0,0,0,0,0,0,-1.6953356968274491E-06,0,0,0,0.13672288677093886,-0.022574992268838263,0.022404314905092832,-0.0208869225228933,-0.022199062011464304,-0.02107339354302917
180,0.069008507036339026,57.923368323965342,0.28219608136979996,150.66299082899039,0.2998951214225008,0.2998951214225008,0,0,0,0,0,0,0,-4.5956962918536348E-07,50.367130049318014,54.107902115481131,62.771278799815249,66.451544221894551,0.82443473513476251,0.82443473513476251,0,0,0,0,0,0,-1.9475309296357324E-06,0,0,0,0.13672288677093886,-0.021131842078136273,0.020848459703350274,-0.019343553863566211,-0.020635747785304845,-0.019723865877712032
190,0.069030512095194577,57.924615592110769,0.28220778850660283,150.66335926568058,0.29989545375773735,0.29989545375773735,0,0,0,0,0,0,0,-3.3233523655251673E-07,50.368715868975706,54.108175816800532,62.7724691841836,66.452028430545525,0.82443674672280054,0.82443674672280054,0,0,0,0,0,0,-2.0115880380311424E-06,0,0,0,0.13672288677093886,-0.021647252860529841,0.021470801784047297,-0.019858010083341909,-0.021261073475768631,-0.020242914979757085
200,0.069019004789996785,57.925846503575443,0.28221278034686748,150.66384119408758,0.29989566885232466,0.29989566885232466,0,0,0,0,0,0,0,-2.150945873080623E-07,50.3697232194863,54.108212836017138,62.773208552177636,66.45200773093292,0.824438492654346,0.824438492654346,0,0,0,0,0,0,-1.7459315454493307E-06,0,0,0,0.13672288677093886,-0.021544170704051128,0.021367078103931129,-0.019858010083341909,-0.020948410630536738,-0.019931485518530054
210,0.068977008379975072,57.927154038128975,0.28216344099065649,150.66432824122913,0.29989577627483288,0.29989577627483288,0,0,0,0,0,0,0,-1.0742250822204369E-07,50.370536875692757,54.108130443799411,62.774160568828712,66.452298156117251,0.82444014768245388,0.82444014768245388,0,0,0,0,0,0,-1.6550281078941964E-06,0,0,0,0.13672288677093886,-0.022162663642923412,0.02209314386474432,-0.020372466303117606,-0.021677957269411151,-0.020658154261393127
220,0.068907397850783147,57.9284780323851,0.28220937166026805,150.66486622237986,0.29989578516866383,0.29989578516866383,0,0,0,0,0,0,0,-8.8938309494857037E-09,50.371556379819268,54.107794997343859,62.775832702147113,66.453111878217157,0.82444187139090419,0.82444187139090419,0,0,0,0,0,0,-1.7237084503074485E-06,0,0,0,0.13672288677093886,-0.022368827955880837,0.022196867544860492,-0.020578248791027882,-0.021782178217821781,-0.020761964081802139
230,0.068861094638223624,57.929763603954896,0.28234192555724175,150.66535210200158,0.29989570425373363,0.29989570425373363,0,0,0,0,0,0,0,8.0914930200570723E-08,50.372518451368272,54.106989342254771,62.77791339844164,66.453820871066156,0.82444365087199434,0.82444365087199434,0,0,0,0,0,0,-1.7794810901472502E-06,0,0,0,0.13672288677093886,-0.021544170704051128,0.021367078103931129,-0.019858010083341909,-0.021261073475768631,-0.019827675698121043
