time,MainPaCyl,MainPbDCV,Ps,MainPaDCV,MainXRef,MainPistonPosition,MainXDotRef,MainPistonVelocity,MainFlowA,MainFlowB,MainFF,MainPID,MainU,MainError,JibPaCyl,JibPaDCV,JibPbCyl,JibPbDCV,JibXRef,JibPistonPosition,JibXDotRef,JibVelocity,JibFlowA,JibFlowB,JibFF,JibPID,JibError,JibU,WinchPa,WinchPb,WinchDistance,JoystickExtrude,JoystickJib,JoystickMain,JoystickRotation,JoystickWinch
0,58.0566514368854,0.197297301052905,141.346877957573,-2.37002216393351e-06,0.300442525096488,0.300442525096488,0,0,0,0,0,0,0,-1.24325063085573e-05,64.1915223754425,17.1617587842144,81.9758722462062,36.9662059122884,0.825089308414846,0.825089308414846,0,0,0,0,0,0,-1.70464969274642e-05,0,0,0,1.46757499202319,-0.0230904030512318,0.0228192096255575,-0.0207840312789382,-0.0220948410630537,-0.0209695837226202
0.01,58.0491355728495,0.201283758689154,141.335094364932,-1.11944143215565e-06,0.300457013092934,0.300457013092934,0,0,0,0,0,0,0,-1.44879964460998e-05,64.2027059307096,17.1965264889941,81.9874342215985,36.9778640005931,0.825060252311479,0.825060252311479,0,0,0,0,0,0,2.90561033676751e-05,0,0,0,1.46757499202319,-0.0224719101123595,0.0219894201846282,-0.0201666838152073,-0.0215737363210005,-0.0205543444409841
0.02,58.0548937896511,0.205923418522136,141.324524924191,0.00190589630616016,0.300464706402737,0.300464706402737,0,0,0,0,0,0,0,-7.69330980249228e-06,64.1974882192115,17.2124427882975,82.0073930492789,36.9865637324753,0.825084160279097,0.825084160279097,0,0,0,0,0,0,-2.39079676181975e-05,0,0,0,1.46757499202319,-0.0227811565817957,0.0224043149050928,-0.020681140034983,-0.021990620114643,-0.0209695837226202
0.03,58.0560771842944,0.204407846585639,141.306610163914,0.0024495483892277,0.300457322809978,0.300457322809978,0,0,0,0,0,0,0,7.38359275898048e-06,64.1953813773357,17.2061196502892,82.0241268033995,37.0002250152372,0.825083940372662,0.825083940372662,0,0,0,0,0,0,2.19906435172668e-07,0,0,0,1.46757499202319,-0.021956499329966,0.0216782491442796,-0.0200637925712522,-0.021156852527358,-0.0200352953389391
0.04,58.0607764814515,0.200413583212979,141.29206515911,0.0023068610878083,0.300444441100293,0.300444441100293,0,0,0,0,0,0,0,1.2881709684831e-05,64.191163308305,17.1985982240894,82.0158555278175,37.0063165885696,0.825073110872039,0.825073110872039,0,0,0,0,0,0,1.08295006223669e-05,0,0,0,1.46757499202319,-0.0231934852077105,0.0228192096255575,-0.021401378742669,-0.0223032829598749,-0.0210733935430292
0.05,58.0720118405378,0.199762169514778,141.30415350752,0.00188367919079477,0.300436584538209,0.300436584538209,0,0,0,0,0,0,0,7.85656208324159e-06,64.1790474082991,17.1974415788843,81.9959387037147,36.9947735334286,0.825103051474258,0.825103051474258,0,0,0,0,0,0,-2.99406022191695e-05,0,0,0,1.46757499202319,-0.023399649520668,0.0230266569857899,-0.0215042699866241,-0.0226159458051068,-0.0213848230042562
0.06,58.0824697769288,0.200687167007179,141.34707255846,0.00140284142932373,0.300443049745424,0.300443049745424,0,0,0,0,0,0,0,-6.46520721497845e-06,64.172964562579,17.1935544886278,81.9797135312578,36.971534696213,0.825065034791235,0.825065034791235,0,0,0,0,0,0,3.80166830230566e-05,0,0,0,1.46757499202319,-0.022678074425317,0.0224043149050928,-0.0207840312789382,-0.0220948410630537,-0.0208657739022112
0.07,58.0852327929112,0.202163147078008,141.385452567237,0.000971655846998895,0.300449384322125,0.300449384322125,0,0,0,0,0,0,0,-6.33457670040638e-06,64.1819308026946,17.2043201872425,81.9676506168848,36.9601092676791,0.825077991664138,0.825077991664138,0,0,0,0,0,0,-1.2956872902703e-05,0,0,0,1.46757499202319,-0.022678074425317,0.0223005912249767,-0.020681140034983,-0.0220948410630537,-0.0207619640818021
0.08,58.0670131478566,0.203651704591022,141.383429912217,0.000629707436588117,0.300454672073916,0.300454672073916,0,0,0,0,0,0,0,-5.28775179142738e-06,64.1923231662238,17.2255876297222,81.9554950168563,36.9766486455134,0.825073903998657,0.825073903998657,0,0,0,0,0,0,4.08766548076755e-06,0,0,0,1.46757499202319,-0.021956499329966,0.0215745254641635,-0.0197551188393868,-0.0213652944241793,-0.0201391051593481
0.09,58.0328507743081,0.204913359769267,141.360087027519,0.000380523852589101,0.300453233258648,0.300453233258648,0,0,0,0,0,0,0,1.43881526842859e-06,64.1883777794252,17.2462605028158,81.9471030177477,36.9972229768557,0.82506293551311,0.82506293551311,0,0,0,0,0,0,1.09684855468251e-05,0,0,0,1.46757499202319,-0.0227811565817957,0.0228192096255575,-0.0208869225228933,-0.0221990620114643,-0.0212810131838472
