Name,MainPaCyl,time,MainPbDCV,Ps,MainPaDCV,MainXRef,MainPistonPosition,MainXDotRef,MainPistonVelocity,MainFlowA,MainFlowB,MainFF,MainPID,MainU,MainError,MainOutSignal,MainOutCompansated,MainUAdj,Name_2,JibPaCyl,Name_3,JibPaDCV,Name_4,JibPbCyl,Name_5,JibPbDCV,JibXRef,JibPistonPosition,JibXDotRef,JibVelocity,JibFlowA,JibFlowB,JibFF,JibPID,JibError,JibU,JibOutSignal,JibOutCompansated,JibUAdj,Name_6,WinchPa,WinchPb,WinchDistance,JoystickExtrude,Name_7,JoystickJib,JoystickMain,Name_8,JoystickRotation,JoystickWinch
0,33.7913778686842,0,0.206636404770995,152.097124141939,-4.09927939879662e-05,0.50046252269779,0.50046252269779,0,0,0,0,0,0,0,-4.27232479838224e-06,0,0,0,0,43.2603060794431,0,47.2767672573562,0,79.7123003185475,0,47.4878446476856,0.0705137614148101,0.0705137614148101,0,0,0,0,0,0,1.34046450273873e-05,0,0.0203137607959227,0,0,0,0,0,1.0282051978093,0,0,0,0,0,0,0
5,33.8153385737382,0.01,0.208566998829312,152.097108925952,-3.32034515863534e-05,0.500460134660534,0.500460134660534,0,0,0,0,0,0,0,2.38803725682857e-06,0,0,0,5,43.2672897595405,10,47.2523756799029,5,79.6911411570358,10,47.481473528518,0.0704944275986667,0.0704944275986667,0,0,0,0,0,0,1.93338161433715e-05,0,0.0203137607959227,0,0,5,0,0,1.0282051978093,0,10,0,0,5,0,0
10,33.8295917174786,0.02,0.208499492382211,152.126992676098,-1.75525543334388e-05,0.500459866469475,0.500459866469475,0,0,0,0,0,0,0,2.68191059027423e-07,0,0,0,10,43.2906759825552,20,47.2603697738163,10,79.6835243210111,20,47.4660701261116,0.0705032807586806,0.0705032807586806,0,0,0,0,0,0,-8.85316001390801e-06,0,0.0203137607959227,0,0,10,0,0,1.0282051978093,0,20,0,0,10,0,0
15,33.8373366527812,0.03,0.208071872702654,152.140869410479,-7.03444438112268e-06,0.50045468595762,0.50045468595762,0,0,0,0,0,0,0,5.18051185427471e-06,0,0,0,15,43.3214587570644,30,47.2735617791375,15,79.6868836503414,30,47.4312587156912,0.0704859055964241,0.0704859055964241,0,0,0,0,0,0,1.73751622565138e-05,0,0.0203137607959227,0,0,15,0,0,1.0282051978093,0,30,0,0,15,0,0
20,33.8390947864206,0.04,0.207756212769588,152.156074755312,-1.99288319954217e-06,0.500478650740215,0.500478650740215,0,0,0,0,0,0,0,-2.39647825950318e-05,0,0,0,20,43.3545100847566,40,47.2799454242758,20,79.7021856492281,40,47.3855118939902,0.0704933726905698,0.0704933726905698,0,0,0,0,0,0,-7.46709414567448e-06,0,0.0203137607959227,0,0,20,0,0,1.0282051978093,0,40,0,0,20,0,0
25,33.8455624712304,0.05,0.209503009912852,152.177235625361,-1.63354070421134e-07,0.500491305522154,0.500491305522154,0,0.00100817898340466,1.2162384721028e-06,7.41145318937644e-07,0,0,0,-1.26547819391254e-05,0,0,0,25,43.3814946440944,50,47.2669937924023,25,79.7184602929086,50,47.3479442621063,0.0705078906730295,0.0705078906730295,0,0,0,0,0,0,-1.45179824597164e-05,0,0.0203137607959227,0,0,25,0,0,1.0282051978093,0,50,0,0,25,0,0
30,33.8492851973427,0.06,0.216104357651983,152.180174729871,2.6223281117981e-07,0.500473065796214,0.500473065796214,0,0,0,0,0,0,0,1.82397259403944e-05,0,0,0,30,43.393963844049,60,47.2579236110533,30,79.7269037248622,60,47.36629726712,0.0705176003960359,0.0705176003960359,0,0,0,0,0,0,-9.70972300642914e-06,0,0.0203137607959227,0,0,30,0,0,1.0282051978093,0,60,0,0,30,0,0
35,33.8397779230855,0.07,0.222224422140856,152.192898131042,2.33421608905014e-07,0.500449380250236,0.500449380250236,0,0,0,0,0,0,0,2.36855459783136e-05,0,0,0,35,43.3980824687268,70,47.2807437878271,35,79.7362927973217,70,47.3931481971249,0.0705222408644272,0.0705222408644272,0,0,0,0,0,0,-4.64046839129817e-06,0,0.0203137607959227,0,0,35,0,0,1.0282051978093,0,70,0,0,35,0,0
40,33.8144811822187,0.08,0.222354944210613,152.207698182838,1.28444957830076e-07,0.500429279005017,0.500429279005017,0,-0.0015581981653412,-1.87976598108403e-06,-1.14548239472308e-06,0,0,0,2.01012452186733e-05,0,0,0,40,43.3997803950453,80,47.3220024573059,40,79.7370076960769,80,47.3514275948965,0.0705378917800818,0.0705378917800818,0,0,0,0,0,0,-1.56509156545442e-05,0,0.0203137607959227,0,0,40,0,0,1.0282051978093,0,80,0,0,40,0,0
45,33.7823566900141,0.09,0.221264274014505,152.203779897717,5.33352198891764e-08,0.500416033170588,0.500416033170588,0,-0.00174215652292986,-2.10168811539456e-06,-1.28071619531856e-06,0,0,0,1.32458344295205e-05,0,0,0,45,43.4020515817348,90,47.3384428934179,45,79.7414095303673,90,47.3338070336755,0.0705517202750553,0.0705517202750553,0,0.0012153780954014,1.28865022734836e-06,7.1591679297131e-07,0,0,-1.38284949734863e-05,0,0.0203137607959227,0,0,45,0,0,1.0282051978093,0,90,0,0,45,0,0
50,33.7503303787983,0.1,0.220400255141866,152.180071293681,1.60127911229108e-08,0.500402771243993,0.500402771243993,0,-0.00163299528036731,-1.96999909484112e-06,-1.20046819841881e-06,0,0,0,1.32619265944545e-05,0,0,0,50,43.4080335739061,100,47.3209043709739,50,79.7505630393495,100,47.3800693683383,0.0705453347257649,0.0705453347257649,0,0,0,0,0,0,6.38554929041635e-06,0,0.0203137607959227,0,0,50,0,0,1.0282051978093,0,100,0,0,50,0,0
55,33.7252548481602,0.11,0.219948165639692,152.14377542968,1.93266471635338e-09,0.500393601845673,0.500393601845673,0,-0.00147060110400332,-1.77409137588398e-06,-1.0810869321793e-06,0,0,0,9.16939832029673e-06,0,0,0,55,43.4070932804293,110,47.2899188058696,55,79.7622896258958,110,47.423838933127,0.0705350361303443,0.0705350361303443,0,0,0,0,0,0,1.02985954205936e-05,0,0.0203137607959227,0,0,55,0,0,1.0282051978093,0,110,0,0,55,0,0
60,33.7205054128502,0.12,0.215412851780992,152.148522811677,-1.63022855209187e-09,0.500398520904119,0.500398520904119,0,0,0,0,0,0,0,-4.91905844623997e-06,0,0,0,60,43.4051523668075,120,47.2694859355839,60,79.7676012440609,120,47.3865941431296,0.0705004152866717,0.0705004152866717,0,-0.00119768018023336,-1.26988534875529e-06,-7.05491860419606e-07,0,0,3.46208436725476e-05,0,0.0203137607959227,0,0,60,0,0,1.0282051978093,0,120,0,0,60,0,0
65,33.7273707231567,0.13,0.213078959537584,152.166753121349,0.00435584709454291,0.500405637698568,0.500405637698568,0,0,0,0,0,0,0,-7.1167944490913e-06,0,0,0,65,43.3935416766339,130,47.2511667913436,65,79.7730660438897,130,47.3180687293799,0.070498349283866,0.070498349283866,0,-0.00165265999235409,-1.75229476566571e-06,-9.73497092036507e-07,0,0,2.06600280575064e-06,0,0.0203137607959227,0,0,65,0,0,1.0282051978093,0,130,0,0,65,0,0
70,33.7478192113534,0.14,0.213551269706871,152.164256136335,0.00663973039138716,0.500413192134739,0.500413192134739,0,0,0,0,0,0,0,-7.55443617095342e-06,0,0,0,70,43.3813845920977,140,47.2322938320933,70,79.7891827801374,140,47.317549172059,0.0704809485112807,0.0704809485112807,0,-0.00141859342480544,-1.50411690510735e-06,-8.35620502837415e-07,0,0,1.7400772585302e-05,0,0.0203137607959227,0,0,70,0,0,1.0282051978093,0,140,0,0,70,0,0
75,33.7710666708031,0.15,0.211078116742699,152.139928676595,0.00425760482167977,0.500420015162367,0.500420015162367,0,0,0,0,0,0,0,-6.8230276283332e-06,0,0,0,75,43.3727911881554,150,47.2432778092923,75,79.801762951767,150,47.3590868248414,0.0704486034970238,0.0704486034970238,0,-0.00192357742287985,-2.03954513636155e-06,-1.13308063131197e-06,0,0,3.23450142569043e-05,0,0.0203137607959227,0,0,75,0,0,1.0282051978093,0,150,0,0,75,0,0
80,33.7823871540054,0.16,0.210990878544565,152.092977943475,0.00198151732152144,0.500416802127169,0.500416802127169,0,0,0,0,0,0,0,3.21303519879024e-06,0,0,0,80,43.3594866661485,160,47.2830409942567,80,79.8108184791362,160,47.3824666967391,0.0704383946411835,0.0704383946411835,0,-0.00206293925388845,-2.18730874662606e-06,-1.21517152590337e-06,0,0,1.02088558402713e-05,0,0.0203137607959227,0,0,80,0,0,1.0282051978093,0,160,0,0,80,0,0
85,33.7847720114481,0.17,0.214695615378288,152.050580455441,0.000695016963494123,0.500419992885412,0.500419992885412,0,0,0,0,0,0,0,-3.19075824339876e-06,0,0,0,85,43.3480877522568,170,47.3399842388259,85,79.8092798668643,170,47.3850323772362,0.0704395372833155,0.0704395372833155,0,-0.00131681716538701,-1.39620480735401e-06,-7.75669337418892e-07,0,0,-1.14264213205151e-06,0,0.0203137607959227,0,0,85,0,0,1.0282051978093,0,170,0,0,85,0,0
90,33.7771236627957,0.18,0.217561170412374,152.046499850819,0.000148775483363007,0.500423071554472,0.500423071554472,0,0,0,0,0,0,0,-3.07866906013032e-06,0,0,0,90,43.3393095280064,180,47.3756020892227,90,79.7975890833523,180,47.3840116741316,0.0704424026130534,0.0704424026130534,0,0,0,0,0,0,-2.86532973786668e-06,0,0.0203137607959227,0,0,90,0,0,1.0282051978093,0,180,0,0,90,0,0
95,33.7624309731493,0.19,0.214687670455876,152.100536359719,-2.08639117781054e-05,0.500424817792556,0.500424817792556,0,0,0,0,0,0,0,-1.74623808379959e-06,0,0,0,95,43.3330582064933,190,47.3724518721858,95,79.7889641843513,190,47.3897361316929,0.0704443833991198,0.0704443833991198,0,0,0,0,0,0,-1.98078606634955e-06,0,0.0203137607959227,0,0,95,0,0,1.0282051978093,0,190,0,0,95,0,0
100,33.7507376611423,0.2,0.207267033147221,152.161311393242,-4.49955633613751e-05,0.500437989471244,0.500437989471244,0,0,0,0,0,0,0,-1.31716786875291e-05,0,0,0,100,43.3327103952072,200,47.3313315658425,100,79.7830386413468,200,47.4391067395629,0.0704575785977335,0.0704575785977335,0,0,0,0,0,0,-1.31951986137163e-05,0,0.0203137607959227,0,0,100,0,0,1.0282051978093,0,200,0,0,100,0,0
105,33.734568367465,0.21,0.206157468478197,152.217152700659,-3.05368181261085e-05,0.500450176771507,0.500450176771507,0,0,0,0,0,0,0,-1.21873002633111e-05,0,0,0,105,43.3445526584773,210,47.2902833425594,105,79.7830418127059,210,47.4930962686291,0.070502421665068,0.070502421665068,0,0.00174111799515586,1.84608568213244e-06,1.02560315674025e-06,0,0,-4.48430673345712e-05,0,0.0203137607959227,0,0,105,0,0,1.0282051978093,0,210,0,0,105,0,0
110,33.7265746376158,0.22,0.211720876197315,152.271274089441,-1.47231950228315e-05,0.500444556122524,0.500444556122524,0,0,0,0,0,0,0,5.62064898279591e-06,0,0,0,110,43.36182955391,220,47.2787471619873,110,79.7742221867155,220,47.4678006626178,0.0705230587410325,0.0705230587410325,0,0.00263378777673662,2.79257231154724e-06,1.55142906197069e-06,0,0,-2.0637075964447e-05,0,0.0203137607959227,0,0,110,0,0,1.0282051978093,0,220,0,0,110,0,0
115,33.7329672662863,0.23,0.216214521456058,152.263701523745,-5.3779007422524e-06,0.500430024170699,0.500430024170699,0,0,0,0,0,0,0,1.45319518254361e-05,0,0,0,115,43.3921500114632,230,47.2756614186989,115,79.7628876710247,230,47.3968481299643,0.070515272327677,0.070515272327677,0,0.00191841180563568,2.03406809686143e-06,1.13003783158968e-06,0,0,7.78641335544283e-06,0,0.0203137607959227,0,0,115,0,0,1.0282051978093,0,230,0,0,115,0,0
120,33.7504269957467,0.24,0.21423114558311,152.188724028673,-1.26978740337679e-06,0.500428423028432,0.500428423028432,0,0,0,0,0,0,0,1.60114226666064e-06,0,0,0,120,43.4330212453099,240,47.2743952114623,120,79.752213700185,240,47.3553414324447,0.0704841588765774,0.0704841588765774,0,0,0,0,0,0,3.11134510996292e-05,0,0.0203137607959227,0,0,120,0,0,1.0282051978093,0,240,0,0,120,0,0
