Name,FireDragonCrane,
File,C:\Users\Are-Laptop\Downloads\Dual1SineRun_230425.csv,
Starttime of export,133898814400300000,onsdag 23. april 2025,13:30:40.030
Endtime of export,133898815002500000,onsdag 23. april 2025,13:31:40.250


Name,MainPaCyl,MainPbDCV,Ps,MainPaDCV,MainXRef,MainPistonPosition,MainXDotRef,MainPistonVelocity,MainFlowA,MainFlowB,MainFF,MainPID,MainU,MainError,JibPaCyl,JibPaDCV,JibPbCyl,JibPbDCV,JibXRef,JibPistonPosition,JibXDotRef,JibVelocity,JibFlowA,JibFlowB,JibFF,JibPID,JibError,JibU,WinchPa,WinchPb,WinchDistance,JoystickExtrude,JoystickJib,JoystickMain,JoystickRotation,JoystickWinch

0,34.035916401348729,0.20359249885189523,141.06293449926727,-2.8942176677492104E-06,0.50071987924503458,0.50071987924503458,0,0,0,0,0,0,0,-5.0796521970930542E-06,41.320285631463037,19.954556972319377,81.535546391423637,75.161940488219045,0.080048735648526978,0.080048735648526978,0,0,0,0,0,0,7.1319168342687256E-06,0,0,0,1.1198639692515684,-0.02309040305123183,0.022508038585209004,-0.020578248791027882,-0.022199062011464304,-0.020969583722620162
10,34.028090148670039,0.19880119416796149,141.05892996695351,-1.6457231036319628E-06,0.5007197041581033,0.5007197041581033,0,0,0,0,0,0,0,1.7508693128664987E-07,41.324110859067247,19.972479190106537,81.5485669459749,75.147362681252915,0.079978466195182216,0.079978466195182216,0,-0.001542991448557629,-1.6360145772774259E-06,-9.0889698737634751E-07,0,0,7.0269453344762312E-05,0,0,0,1.1198639692515684,-0.023399649520667972,0.022922933305673684,-0.020989813766848442,-0.022615945805106827,-0.021592442645074223
20,34.006535357145061,0.19423737792348117,141.058698142259,-8.3796015348496008E-07,0.50071723830112314,0.50071723830112314,0,0,0,0,0,0,0,2.4658569801605523E-06,41.32738466210877,19.99164108189083,81.56145048455133,75.139246411503052,0.080060103142833822,0.080060103142833822,0,0,0,0,0,0,-8.1636947651606E-05,0,0,0,1.1198639692515684,-0.023296567364189259,0.022819209625557516,-0.020784031278938162,-0.022407503908285567,-0.021384823004256204
30,33.995634252192517,0.1942991744397799,141.03347878737645,-3.5076355441647088E-07,0.50070870790618838,0.50070870790618838,0,0,0,0,0,0,0,8.5303949347581565E-06,41.333716552457467,20.006451271335141,81.564636548570761,75.1390606308155,0.080070978033075627,0.080070978033075627,0,0,0,0,0,0,-1.087489024180488E-05,0,0,0,1.1198639692515684,-0.02247191011235955,0.022196867544860492,-0.020269575059162465,-0.021573736321000521,-0.020658154261393127
40,33.981603840390378,0.19257931668110911,140.99164303262191,-8.1063640873938931E-08,0.50069883425298622,0.50069883425298622,0,0,0,0,0,0,0,9.87365320215261E-06,41.34231501930531,20.022747852739986,81.557328204158935,75.129058346492485,0.079961419515428317,0.079961419515428317,0,-0.0010965343710012121,-1.1626417094668131E-06,-6.4591206081489615E-07,0,0,0.00010955851764730962,0,0,0,1.1198639692515684,-0.022884238738274405,0.022508038585209004,-0.0208869225228933,-0.021990620114643044,-0.020969583722620162
50,33.966477622989032,0.19034205816077762,140.979510640789,5.0572385473396555E-08,0.500689909880072,0.500689909880072,0,0,0,0,0,0,0,8.9243729142207684E-06,41.342945498881996,20.04478045930933,81.5465315447787,75.1181937734597,0.080009632184010124,0.080009632184010124,0,0,0,0,0,0,-4.8212668581806839E-05,0,0,0,1.1198639692515684,-0.022884238738274405,0.022508038585209004,-0.020784031278938162,-0.022094841063053674,-0.020969583722620162
60,33.968480395090623,0.19203849526687766,140.98047007871406,1.0074589199143926E-07,0.50068279789535586,0.50068279789535586,0,0,0,0,0,0,0,7.111984716146047E-06,41.368556810371608,20.079246942080584,81.5339757267523,75.106739110152731,0.080063654239554707,0.080063654239554707,0,0,0,0,0,0,-5.4022055544583614E-05,0,0,0,1.1198639692515684,-0.023399649520667972,0.023234104346022195,-0.021401378742668998,-0.022928608650338717,-0.021488632824665212
70,33.977726816316661,0.19139277812826103,140.98133624336435,1.0714745156687263E-07,0.50067215699991974,0.50067215699991974,0,0,0,0,0,0,0,1.0640895436120346E-05,41.403095202483911,20.130972960274374,81.518791980097234,75.098719162118073,0.079968022289011,0.079968022289011,0,0,0,0,0,0,9.5631950543711985E-05,0,0,0,1.1198639692515684,-0.02309040305123183,0.022508038585209004,-0.0208869225228933,-0.022303282959874934,-0.020969583722620162
80,33.984912264879036,0.19362723982141705,140.98011971263151,9.3239499191330517E-08,0.50066706003902328,0.50066706003902328,0,0,0,0,0,0,0,5.0969608964557267E-06,41.419021682660734,20.186048090991495,81.502913712223162,75.101091967375879,0.079983839504929669,0.079983839504929669,0,0,0,0,0,0,-1.5817215918673133E-05,0,0,0,1.1198639692515684,-0.023193485207710546,0.022404314905092832,-0.020578248791027882,-0.022303282959874934,-0.020969583722620162
90,33.978628717953406,0.192970774621624,140.96864293280916,7.2543914882277813E-08,0.50066520470062015,0.50066520470062015,0,0,0,0,0,0,0,1.8553384031338993E-06,41.422344233743814,20.228281357223096,81.493021162722059,75.10005381191371,0.080077608867354627,0.080077608867354627,0,0,0,0,0,0,-9.3769362424958591E-05,0,0,0,1.1198639692515684,-0.023502731677146685,0.022922933305673684,-0.0208869225228933,-0.022615945805106827,-0.021488632824665212
100,33.975009752701496,0.19495407735634909,140.95443207307306,5.2085778820680339E-08,0.50067050815685588,0.50067050815685588,0,0,0,0,0,0,0,-5.3034562357279214E-06,41.410056311173179,20.233472634438495,81.487313998919433,75.097673038791456,0.0800160861981664,0.0800160861981664,0,0,0,0,0,0,6.1522669188227019E-05,0,0,0,1.1198639692515684,-0.022678074425316979,0.022196867544860492,-0.020372466303117606,-0.021782178217821781,-0.020761964081802139
110,33.986475415864895,0.19969848503657073,140.94504680704847,3.4927103099595764E-08,0.50067814151293755,0.50067814151293755,0,0,0,0,0,0,0,-7.6333560816710389E-06,41.390894451787979,20.206261980943253,81.482438137227916,75.09507175202377,0.080014439672688981,0.080014439672688981,0,0,0,0,0,0,1.6465254774195026E-06,0,0,0,1.1198639692515684,-0.023502731677146685,0.023130380665906027,-0.021401378742668998,-0.022824387701928087,-0.021592442645074223
120,34.000898865157268,0.20492006598172047,140.9411622140866,2.1903445945365165E-08,0.50068561068383133,0.50068561068383133,0,0,0,0,0,0,0,-7.4691708937812962E-06,41.373598752669793,20.201413410062226,81.4786904088042,75.088966820779874,0.080120731842923176,0.080120731842923176,0,0.0016090059371922649,1.7060089157546332E-06,9.477827309747962E-07,0,0,-0.00010629217023419568,0,0,0,1.1198639692515684,-0.02309040305123183,0.022508038585209004,-0.020681140034983024,-0.022303282959874934,-0.02107339354302917
