Name,MainPaCyl,time,MainPbDCV,Ps,MainPaDCV,MainXRef,MainPistonPosition,MainXDotRef,MainPistonVelocity,MainFlowA,MainFlowB,MainFF,MainPID,MainU,MainError,MainOutSignal,MainOutCompansated,MainUAdj,Name_2,JibPaCyl,Name_3,JibPaDCV,Name_4,JibPbCyl,Name_5,JibPbDCV,JibXRef,JibPistonPosition,JibXDotRef,JibVelocity,JibFlowA,JibFlowB,JibFF,JibPID,JibError,JibU,JibOutSignal,JibOutCompansated,JibUAdj,Name_6,WinchPa,WinchPb,WinchDistance,JoystickExtrude,Name_7,JoystickJib,JoystickMain,Name_8,JoystickRotation,JoystickWinch
0,33.8650044385549,0,0.200927798757013,151.982647443106,0.00229639240089168,0.500717559783847,0.500717559783847,0,0,0,0,0,0,0,1.19228695788509e-05,-0.0081626331369976,0,0,0,46.0466611966588,0,49.7908237429971,0,82.2758314305927,0,49.9916182122886,0.0800876717845415,0.0800876717845415,0,0,0,0,0,0,3.48379687593048e-05,0,0.000903988769188513,0,0,0,0,0,1.1177323699157,0,0,0,0,0,0,0
5,33.8776653501483,0.01,0.201900541020742,151.961111461279,0.0014005899729468,0.50069481310388,0.50069481310388,0,0,0,0,0,0,0,2.2746679966601e-05,-0.0081626331369976,0,0,5,46.0357313734083,10,49.7528548258416,5,82.3008073548836,10,50.0122428768501,0.0800665100036625,0.0800665100036625,0,-0.0020506628423238,-2.17429222064648e-06,-1.20794012258138e-06,0,0,2.11617808790615e-05,0,0.000903988769188513,0,0,5,0,0,1.1177323699157,0,10,0,0,5,0,0
10,33.8829196411401,0.02,0.204484597899223,151.953812693356,0.000630013604878518,0.500692071599016,0.500692071599016,0,-0.00113594340631096,-1.37036984070154e-06,-8.35069121677503e-07,0,0,0,2.74150486456737e-06,-0.0081626331369976,0,0,10,46.0268454609381,20,49.7588501081337,10,82.3234987825513,20,50.0003087106884,0.0800754312218258,0.0800754312218258,0,-0.0014169517420104,-1.502376249327e-06,-8.34653471848336e-07,0,0,-8.92121816335745e-06,0,0.000903988769188513,0,0,10,0,0,1.1177323699157,0,20,0,0,10,0,0
15,33.8821797339711,0.03,0.206282177151204,151.944542248778,0.000211848867335925,0.500696789808206,0.500696789808206,0,0,0,0,0,0,0,-4.71820919023536e-06,-0.0081626331369976,0,0,15,46.0183425342342,30,49.7730742164086,15,82.337826375188,30,50.0041499430015,0.0800785514937627,0.0800785514937627,0,0,0,0,0,0,-3.12027193682951e-06,0,0.000903988769188513,0,0,15,0,0,1.1177323699157,0,30,0,0,15,0,0
20,33.8808173374674,0.04,0.209611013341658,151.943074746037,0.0043961323655458,0.500706390208257,0.500706390208257,0,0,0,0,0,0,0,-9.60040005137941e-06,-0.0081626331369976,0,0,20,46.0094300750778,40,49.7969772911828,20,82.3500394926079,40,50.0076662983869,0.0800853294089746,0.0800853294089746,0,0,0,0,0,0,-6.77791521197513e-06,0,0.000903988769188513,0,0,20,0,0,1.1177323699157,0,40,0,0,20,0,0
25,33.8698616352728,0.05,0.213727021804377,152.000277554701,0.00417991798752717,0.500747098538887,0.500747098538887,0,0.00138012268107701,1.66494077795489e-06,1.01457328656626e-06,0,0,0,-4.07083306299683e-05,-0.0081626331369976,0,0,25,46.0093538647837,50,49.8322889075362,25,82.3575063453249,50,50.014223920822,0.0801144613243932,0.0801144613243932,0,0.0010557392346584,1.11938713550191e-06,6.21881741945503e-07,0,0,-2.9131915418576e-05,0,0.000903988769188513,0,0,25,0,0,1.1177323699157,0,50,0,0,25,0,0
30,33.8621035701792,0.06,0.214635394177792,152.039184418318,0.006714260257531,0.500770451649262,0.500770451649262,0,0.00251390543860452,3.03270407337193e-06,1.84805404471102e-06,0,0,0,-2.33531103749351e-05,-0.0081626331369976,0,0,30,46.0150939275303,60,49.827980031953,30,82.3674322541557,60,49.9877931423748,0.0801181520471377,0.0801181520471377,0,0.00150507058013538,1.59580755371951e-06,8.86559752066396e-07,0,0,-3.69072274447602e-06,0,0.000903988769188513,0,0,30,0,0,1.1177323699157,0,60,0,0,30,0,0
35,33.8531550413815,0.07,0.212626535313074,152.030452859725,0.00954595072209622,0.500743841425812,0.500743841425812,0,0.00132490080630987,1.5983226776979e-06,9.73977881722158e-07,0,0,0,2.66102234496302e-05,-0.0081626331369976,0,0,35,46.0263160397151,70,49.7968823145786,35,82.3845181101809,70,49.9425865441464,0.0801020677682962,0.0801020677682962,0,0,0,0,0,0,1.6084278841505e-05,0,0.000903988769188513,0,0,35,0,0,1.1177323699157,0,70,0,0,35,0,0
40,33.8317347069781,0.08,0.21006418859355,151.985305542436,0.00687418331909915,0.500707048100052,0.500707048100052,0,0,0,0,0,0,0,3.67933257601205e-05,-0.0081626331369976,0,0,40,46.0401104020777,80,49.7524060072161,40,82.3906567177305,80,49.9071362540089,0.0800750098226257,0.0800750098226257,0,0,0,0,0,0,2.70579456704834e-05,0,0.000903988769188513,0,0,40,0,0,1.1177323699157,0,80,0,0,40,0,0
45,33.8100637308934,0.09,0.208484941483621,151.894379685735,0.00342782736171796,0.500689375323467,0.500689375323467,0,-0.00215999275895484,-2.60575387520244e-06,-1.58788126770149e-06,0,0,0,1.76727765854867e-05,-0.0081626331369976,0,0,45,46.0452602411473,90,49.6909794588613,45,82.39672625395,90,49.9203366219275,0.0800546375312713,0.0800546375312713,0,-0.00178259504824219,-1.89006328391058e-06,-1.0500351577281e-06,0,0,2.03722913543619e-05,0,0.000903988769188513,0,0,45,0,0,1.1177323699157,0,90,0,0,45,0,0
