Name,FireDragonCrane,
File,C:\Users\Are-Laptop\Downloads\DefectXSensor_09052025.csv,
Starttime of export,133912590389210000,fredag 9. mai 2025,12:10:38.921
Endtime of export,133912590746510000,fredag 9. mai 2025,12:11:14.651


Name,MainPaCyl,Name,MainPbDCV,Ps,MainPaDCV,MainXRef,MainPistonPosition,MainXDotRef,MainPistonVelocity,MainFlowA,MainFlowB,MainFF,MainPID,MainU,MainError,MainOutSignal,MainOutCompansated,MainUAdj,Name,JibPaCyl,Name,JibPaDCV,Name,JibPbCyl,Name,JibPbDCV,JibXRef,JibPistonPosition,JibXDotRef,JibVelocity,JibFlowA,JibFlowB,JibFF,JibPID,JibError,JibU,JibOutSignal,JibOutCompansated,JibUAdj,Name,WinchPa,WinchPb,WinchDistance,JoystickExtrude,Name,JoystickJib,JoystickMain,Name,JoystickRotation,JoystickWinch

0,17.374929136711295,0,0.23069986037777773,148.73840545571395,0.006348984888723503,0.730347222978613,0.730347222978613,0,-0.0014720125278557816,-1.7757940775054841E-06,-1.0821245159799043E-06,-0.01787077065767231,0,0,1.9371876081586414E-05,-0.014172154911954098,-0.12526957505916247,0,0,67.950760466785951,0,45.097935310002143,0,90.99643267728726,0,67.258896960352175,0.081000646398840109,0.081000646398840109,0,0.014156658278725587,1.5010128106141082E-05,8.3389600589672674E-06,0.027520894633921437,0,0.0012181010838282491,0,0.090216895046845907,0.059404314905092834,0,0,0,0,1.4779459570591762,-0.022781156581795692,0,0.022404314905092832,-0.020269575059162465,0,-0.022407503908285567,-0.020969583722620162
5,17.40902480600754,10,0.22572476602167724,148.70590523688975,0.0099216667108508114,0.73032803050340922,0.73032803050340922,0,-0.0018724078103105057,-2.2588195666159242E-06,-1.3764681734065789E-06,-0.018235318933818825,0,0,1.9192475203766435E-05,-0.014172154911954098,-0.125681140034983,0,5,67.927779821324535,10,45.104593409135866,5,90.99500565776016,10,67.272481311869257,0.079768528943663652,0.079768528943663652,0,-0.058713170552083582,-6.2252842030444258E-05,-3.4584912239135691E-05,0.02803583769973967,0,0.0012321174551764569,0,0.090216895046845907,0.059819209625557514,0,5,0,0,1.4779459570591762,-0.022781156581795692,10,0.022819209625557516,-0.020681140034983024,5,-0.022303282959874934,-0.020969583722620162
10,17.431493305514206,20,0.22220592566145353,148.71568764280997,0.014880519916319206,0.73031464393811929,0.73031464393811929,0,-0.0018357423823402996,-2.2145874363815846E-06,-1.3495142190450285E-06,-0.018325221121144434,0,0,1.3386565289930097E-05,-0.014172154911954098,-0.12578403127893817,0,10,67.897675693463384,20,45.0657765833458,10,90.984685747709278,20,67.276699033008413,0.0800571995948901,0.0800571995948901,0,-0.062986079083913182,-6.678335362335098E-05,-3.7101863124083879E-05,0.028029264226061557,0,-0.00028867065122645252,0,0.090216895046845907,0.059819209625557514,0,10,0,0,1.4779459570591762,-0.022574992268838263,20,0.022819209625557516,-0.020784031278938162,10,-0.021990620114643044,-0.020658154261393127
15,17.458667894961774,30,0.22046848976375183,148.71940293999003,0.019063443844145083,0.73034537045068026,0.73034537045068026,0,0,0,0,-0.018143450174371616,0,0,-3.0726512560974584E-05,-0.014172154911954098,-0.12557824879102789,0,15,67.865317499568462,30,45.015042537723915,15,90.977773176353992,30,67.28208883398527,0.0814201222989764,0.0814201222989764,0,0.0065135072235253944,6.9061904243543571E-06,3.8367724579746433E-06,0.027512415781577614,0,-0.0013629227040862918,0,0.090216895046845907,0.059404314905092834,0,15,0,0,1.4779459570591762,-0.022884238738274405,30,0.022404314905092832,-0.020578248791027882,15,-0.022303282959874934,-0.021281013183847192
20,17.477956151432924,40,0.22172366529059898,148.69674812663635,0.024605168144167421,0.73035394324786718,0.73035394324786718,0,0,0,0,-0.017963461889955491,0,0,-8.5727971869120623E-06,-0.014172154911954098,-0.1253724663031176,0,20,67.846549383279054,40,45.002394836290719,20,90.982974644224413,40,67.259652618828355,0.0821178693661052,0.0821178693661052,0,0.063009696432146711,6.6808394802952362E-05,3.7115774890529082E-05,0.027258986421668404,0,-0.00069774706712880108,0,0.090216895046845907,0.05919686754486049,0,20,0,0,1.4779459570591762,-0.02247191011235955,40,0.022196867544860492,-0.020372466303117606,20,-0.021990620114643044,-0.020761964081802139
25,17.494565931618251,50,0.22196155900915107,148.68256943191608,0.021790029169812777,0.73034431731863847,0.73034431731863847,0,0,0,0,-0.017692147179508143,0,0,9.6259292287070863E-06,-0.014172154911954098,-0.12506379257125219,0,25,67.848145021664976,50,45.020859822546683,25,90.990801639331991,50,67.23826513330458,0.08115292783346606,0.08115292783346606,0,0.033393063676619761,3.5406248690472125E-05,1.96701381613734E-05,0.027008481099753685,0,0.00096494153263913807,0,0.090216895046845907,0.058989420184628147,0,25,0,0,1.4779459570591762,-0.022678074425316979,50,0.021989420184628152,-0.020063792571252185,25,-0.022199062011464304,-0.020969583722620162
30,17.516931799279547,60,0.21915296285130731,148.68104869704965,0.011965961208853088,0.7303258590591919,0.7303258590591919,0,0,0,0,-0.017873527575115913,0,0,1.845825944657431E-05,-0.014172154911954098,-0.12526957505916247,0,30,67.8699126283364,60,45.082064995053351,30,91.004283493702346,60,67.217292916801085,0.079919844452384564,0.079919844452384564,0,-0.0399543027671907,-4.2363048617789164E-05,-2.353502700988287E-05,0.02739896742634132,0,0.0012330833810814956,0,0.090216895046845907,0.059300591224976662,0,30,0,0,1.4779459570591762,-0.022574992268838263,60,0.022300591224976664,-0.020269575059162465,30,-0.022094841063053674,-0.020761964081802139
35,17.528812881059896,70,0.21610617914435737,148.70142513856391,0.0068663658480353461,0.73031198972139,0.73031198972139,0,-0.0011893931167179517,-1.4348500522411716E-06,-8.74361750584464E-07,-0.018870053274848021,0,0,1.3869337801897252E-05,-0.014172154911954098,-0.126401378742669,0,35,67.889554681574722,70,45.134751857346046,35,91.008623219429765,70,67.18197710019102,0.080101793856511658,0.080101793856511658,0,-0.055652357883410275,-5.9007500554996709E-05,-3.2781944752775947E-05,0.028550353431645487,0,-0.00018194940412709359,0,0.090216895046845907,0.060234104346022194,0,35,0,0,1.4779459570591762,-0.022574992268838263,70,0.023234104346022195,-0.021401378742668998,35,-0.021990620114643044,-0.020658154261393127
40,17.5284944340462,80,0.21186052552443072,148.73005944259205,0.0062413699259258439,0.73032129534894885,0.73032129534894885,0,0,0,0,-0.018595830268096594,0,0,-9.3056275588532245E-06,-0.014172154911954098,-0.12609270501080358,0,40,67.901379202644364,80,45.1280915106446,40,91.004439661023113,80,67.198702135586188,0.081423917568991686,0.081423917568991686,0,0.0053666625889601249,5.6902053702731537E-06,3.1612252057073078E-06,0.028418054592235689,0,-0.0013221237124800278,0,0.090216895046845907,0.060130380665906022,0,40,0,0,1.4779459570591762,-0.02309040305123183,80,0.023130380665906027,-0.02109270501080358,40,-0.022303282959874934,-0.02107339354302917
