time,MainPaCyl,Name_2,JibPaCyl,Name_4,JibPbCyl,Name_6,WinchPa,WinchPb,WinchDistance,JoystickExtrude,Name_8,JoystickRotation,JoystickWinch
0,22.5370633867827,0,60.4149795458903,0,73.7913482190294,0,0,0,1.33380267077682,0,0,0,0
0.005,22.5413475687891,5,60.4046111030939,5,73.8107159420892,5,0,0,1.33380267076205,0,5,0,0
0.01,22.5460381669013,10,60.3996658859538,10,73.8280492347796,10,0,0,1.33380267077127,0,10,0,0
0.015,22.5520818668977,15,60.4036042126427,15,73.8436845941596,15,0,0,1.33380267078963,0,15,0,0
0.02,22.5615912871357,20,60.4146590617727,20,73.8523167437201,20,0,0,1.33380267080916,0,20,0,0
0.025,22.5787697794399,25,60.4252207446597,25,73.8507925988436,25,0,0,1.33380267082615,0,25,0,0
0.03,22.5871174453865,30,60.435821862061,30,73.8412134667793,30,0,0,1.33380267083938,0,30,0,0
0.035,22.586453283476,35,60.4485975003118,35,73.8276704760538,35,0,0,1.33380267084887,0,35,0,0
0.04,22.5742921400456,40,60.4660562653604,40,73.8011496694622,40,0,0,1.33380267085524,0,40,0,0
0.045,22.5456141805732,45,60.4752294861411,45,73.7863892136963,45,0,0,1.33380267085923,0,45,0,0
0.05,22.5160344754861,50,60.4926591143799,50,73.7829343474476,50,0,0,1.33380267086155,0,50,0,0
0.055,22.4811446428495,55,60.51100924663,55,73.7811938339003,55,0,0,1.33380267086277,0,55,0,0
0.06,22.4436417388586,60,60.5307125065755,60,73.7804813974584,60,0,0,1.33380267086332,0,60,0,0
0.065,22.4203739283763,65,60.5555610209425,65,73.7669897221785,65,0,0,1.33380267086348,0,65,0,0
0.07,22.4184570845391,70,60.5635487283781,70,73.7594988119061,70,0,0,1.33380267086345,0,70,0,0
0.075,22.4396025074144,75,60.5533195505405,75,73.7653563350873,75,0,0,1.33380267086334,0,75,0,0
0.08,22.47333860675,80,60.534745135357,80,73.7800003537323,80,0,0,1.33380267086321,0,80,0,0
0.085,22.5073608657561,85,60.5020457725619,85,73.7981400087389,85,0,0,1.33380267086309,0,85,0,0
0.09,22.5285713429816,90,60.4682215161165,90,73.8130828028941,90,0,0,1.33380267086299,0,90,0,0
0.095,22.5274737237,95,60.4391829598768,95,73.8128441330624,95,0,0,1.33380267086292,0,95,0,0
0.1,22.5109874938073,100,60.3996336126572,100,73.8040391900331,100,0,0,1.33380267086288,0,100,0,0
0.105,22.4883808024329,105,60.3635297176151,105,73.7928302292437,105,0,0,1.33380267086285,0,105,0,0
0.11,22.4742294719229,110,60.3364899902927,110,73.7784985391533,110,0,0,1.33380267086283,0,110,0,0
0.115,22.4679243358806,115,60.3195776626965,115,73.7688398600214,115,0,0,1.33380267086282,0,115,0,0
0.12,22.4775028591756,120,60.3097740079381,120,73.7684698168213,120,0,0,1.33380267086281,0,120,0,0
0.125,22.4983115083606,125,60.3122624019726,125,73.7589111862797,125,0,0,1.33380267086281,0,125,0,0
0.13,22.511293399018,130,60.321691099494,130,73.7391665437673,130,0,0,1.33380267086281,0,130,0,0
0.135,22.5283267545171,135,60.3250839619154,135,73.7294494029125,135,0,0,1.33380267086281,0,135,0,0
0.14,22.5425812091362,140,60.3367220463468,140,73.7161418297388,140,0,0,1.33380267086281,0,140,0,0
0.145,22.5495712284975,145,60.3482738096181,145,73.7128598850672,145,0,0,1.33380267086282,0,145,0,0
0.15,22.5465461471614,150,60.3560772978973,150,73.724044663959,150,0,0,1.33380267086282,0,150,0,0
