Name,FireDragonCrane,
File,C:\Users\Are-Laptop\Downloads\Dual2SineTestFlowShare_230425.csv,
Starttime of export,133898809755000000,onsdag 23. april 2025,13:22:55.500
Endtime of export,133898810379500000,onsdag 23. april 2025,13:23:57.950


Name,MainPaCyl,MainPbDCV,Ps,MainPaDCV,MainXRef,MainPistonPosition,MainXDotRef,MainPistonVelocity,MainFlowA,MainFlowB,MainFF,MainPID,MainU,MainError,JibPaCyl,JibPaDCV,JibPbCyl,JibPbDCV,JibXRef,JibPistonPosition,JibXDotRef,JibVelocity,JibFlowA,JibFlowB,JibFF,JibPID,JibError,JibU,WinchPa,WinchPb,WinchDistance,JoystickExtrude,JoystickJib,JoystickMain,JoystickRotation,JoystickWinch

0,49.094636798425718,0.19407059454685985,141.18248965561972,-2.6375126961350573E-05,0.4507799838876746,0.4507799838876746,0,0,0,0,0,0,0,-1.010634478576522E-05,62.123199879608919,53.4766197928953,84.424183872657011,34.69001926767438,0.38029495957343884,0.38029495957343884,0,0,0,0,0,0,-7.8953792828462266E-05,0,0,0,1.3757293162550248,-0.022884238738274405,0.022715485945441344,-0.020784031278938162,-0.022303282959874934,-0.020969583722620162
10,49.098124912716273,0.19547573011245761,141.16533983318038,-3.1700303146548186E-05,0.4507973017315583,0.4507973017315583,0,0,0,0,0,0,0,-1.7317843883701833E-05,62.1118041535591,53.45305656901035,84.430696306077635,34.7064923159398,0.38039300276345156,0.38039300276345156,0,0.0010360657999939349,1.0985276382400951E-06,6.1029313235560833E-07,0,0,-9.8043190012719883E-05,0,0,0,1.3757293162550248,-0.022884238738274405,0.022715485945441344,-0.020784031278938162,-0.022407503908285567,-0.02086577390221115
20,49.095859401731651,0.19797733146281102,141.17128654480814,-2.9099217394995554E-05,0.45080965754106517,0.45080965754106517,0,0,0,0,0,0,0,-1.2355809506869875E-05,62.093349603973344,53.42981188703726,84.4424305075631,34.704096207592706,0.38030911941404555,0.38030911941404555,0,0,0,0,0,0,8.3883349406010943E-05,0,0,0,1.3757293162550248,-0.022781156581795692,0.022819209625557516,-0.020784031278938162,-0.022407503908285567,-0.02086577390221115
30,49.093315765297376,0.20057198899767051,141.17696214303061,-2.340766807008527E-05,0.45081245586444973,0.45081245586444973,0,0,0,0,0,0,0,-2.7983233845674249E-06,62.074662910819839,53.412243871551773,84.433666698888146,34.701375360737785,0.38025810027246038,0.38025810027246038,0,0,0,0,0,0,5.1019141585173511E-05,0,0,0,1.3757293162550248,-0.022781156581795692,0.022715485945441344,-0.020681140034983024,-0.022303282959874934,-0.02086577390221115
40,49.089140355784792,0.20280252027308046,141.14731864136576,-1.7241554146077264E-05,0.45081060095157244,0.45081060095157244,0,0,0,0,0,0,0,1.8549128772971102E-06,62.056885604054685,53.413267518114985,84.422947669136732,34.706561296745932,0.3803670756001189,0.3803670756001189,0,0,0,0,0,0,-0.00010897532765852258,0,0,0,1.3757293162550248,-0.022162663642923412,0.02188569650451198,-0.020166683815207326,-0.021573736321000521,-0.020139105159348074
50,49.065834227798632,0.20452410210884586,141.121973629036,-1.182897835715247E-05,0.45080698293872623,0.45080698293872623,0,0,0,0,0,0,0,3.6180128462071082E-06,62.048004414587687,53.422332965841875,84.432102859405887,34.706800299997624,0.38037958242056652,0.38037958242056652,0,0.0012608532960740604,1.3368670151177513E-06,7.4270389728763953E-07,0,0,-1.2506820447621969E-05,0,0,0,1.3757293162550248,-0.022678074425316979,0.022300591224976664,-0.020784031278938162,-0.022094841063053674,-0.020761964081802139
60,49.052978407361948,0.20575232297776544,141.11963932257785,-7.5940429480777779E-06,0.4508031521232464,0.4508031521232464,0,0,0,0,0,0,0,3.830815479832772E-06,62.036809434586992,53.431624092911996,84.4543147056704,34.716257392801644,0.38025380933631031,0.38025380933631031,0,0,0,0,0,0,0.00012577308425620881,0,0,0,1.3757293162550248,-0.022884238738274405,0.022819209625557516,-0.0208869225228933,-0.022303282959874934,-0.020969583722620162
70,49.065803144124558,0.20657110216833449,141.12972692631072,-4.5399407713811751E-06,0.45081070371773135,0.45081070371773135,0,0,0,0,0,0,0,-7.5515944849557926E-06,62.026341924014432,53.426219864971728,84.478817886477,34.743554525348713,0.38026796387680006,0.38026796387680006,0,-0.0011033390786465702,-1.1698566560644263E-06,-6.4992036448023664E-07,0,0,-1.415454048975251E-05,0,0,0,1.3757293162550248,-0.023296567364189259,0.022922933305673684,-0.02129848749871386,-0.022615945805106827,-0.02107339354302917
80,49.0879540855164,0.20898768743144588,141.13228141593359,-2.4836832571169238E-06,0.45081665834418544,0.45081665834418544,0,0,0,0,0,0,0,-5.95462645408551E-06,62.038799106197253,53.417083033293629,84.494786635720857,34.7782716349469,0.38037289338536029,0.38037289338536029,0,0,0,0,0,0,-0.00010492950856022532,0,0,0,1.3757293162550248,-0.022884238738274405,0.022508038585209004,-0.020784031278938162,-0.022199062011464304,-0.020658154261393127
90,49.103135038586565,0.20982548027554354,141.12539492348941,-1.1887237079014312E-06,0.45082097860806852,0.45082097860806852,0,0,0,0,0,0,0,-4.3202638830841522E-06,62.067049305971935,53.417257815126078,84.510215660410509,34.801309227436562,0.3803264448578943,0.3803264448578943,0,0,0,0,0,0,4.644852746599204E-05,0,0,0,1.3757293162550248,-0.022162663642923412,0.02209314386474432,-0.020063792571252185,-0.021469515372589891,-0.020139105159348074
100,49.116683148013756,0.20983596546427236,141.10588750975919,-4.318271952904097E-07,0.450829342268904,0.450829342268904,0,0,0,0,0,0,0,-8.3636608354531461E-06,62.074979566557936,53.41388793481309,84.5210909255204,34.807971766612738,0.38026422909758151,0.38026422909758151,0,0,0,0,0,0,6.22157603127893E-05,0,0,0,1.3757293162550248,-0.022574992268838263,0.022404314905092832,-0.020269575059162465,-0.021990620114643044,-0.020761964081802139
110,49.129301571179163,0.2037609814342167,141.08957753221145,-3.0491255400542191E-08,0.45083274456857914,0.45083274456857914,0,0,0,0,0,0,0,-3.4022996751592594E-06,62.070801084545472,53.434262333640888,84.514915024892119,34.800651223885929,0.380354805326789,0.380354805326789,0,0,0,0,0,0,-9.05762292074952E-05,0,0,0,1.3757293162550248,-0.02247191011235955,0.022196867544860492,-0.020166683815207326,-0.021782178217821781,-0.020554344440984116
120,49.139539392829008,0.1959500722169267,141.09628792668559,1.51318277464836E-07,0.45082798784533173,0.45082798784533173,0,0,0,0,0,0,0,4.7567232474010623E-06,62.073371110238966,53.467648678449109,84.513619211610276,34.799742989407548,0.38042362494117588,0.38042362494117588,0,0.001837320919023,1.9480884417527073E-06,1.0822713565292819E-06,0,0,-6.8819614386872452E-05,0,0,0,1.3757293162550248,-0.023296567364189259,0.022819209625557516,-0.02109270501080358,-0.022615945805106827,-0.02107339354302917
130,49.145222008135427,0.19049939387764533,141.11019951057338,2.0789334355831202E-07,0.45082037459775576,0.45082037459775576,0,0,0,0,0,0,0,7.6132475759771445E-06,62.084235755028942,53.495842774010477,84.499428271457688,34.8208682451596,0.38031581645405005,0.38031581645405005,0,0,0,0,0,0,0.00010780848712582669,0,0,0,1.3757293162550248,-0.023193485207710546,0.022819209625557516,-0.02109270501080358,-0.022511724856696197,-0.020969583722620162
140,49.130851117115014,0.18694109331589465,141.12511546475963,2.0038695075820324E-07,0.45081812911302926,0.45081812911302926,0,0,0,0,0,0,0,2.2454847264929967E-06,62.102781806151292,53.511624711441208,84.470326987071914,34.838883171204031,0.38025319701513166,0.38025319701513166,0,-0.0011197035443686332,-1.187207694850596E-06,-6.5955983047255331E-07,0,0,6.2619438918387615E-05,0,0,0,1.3757293162550248,-0.022368827955880837,0.021989420184628152,-0.020269575059162465,-0.021469515372589891,-0.020346724800166097
150,49.115596689746987,0.18477326785391571,141.14005153065924,1.657834140736084E-07,0.45082404128760145,0.45082404128760145,0,0,0,0,0,0,0,-5.9121745721868457E-06,62.114195205521177,53.506122557416546,84.460161645208188,34.852712802332306,0.38035782059380163,0.38035782059380163,0,0,0,0,0,0,-0.00010462357866997118,0,0,0,1.3757293162550248,-0.022678074425316979,0.022404314905092832,-0.020372466303117606,-0.021990620114643044,-0.020658154261393127
160,49.115678625604957,0.18355737029581434,141.15075778663746,1.246296937029582E-07,0.45082175087849641,0.45082175087849641,0,0,0,0,0,0,0,2.2904091050435227E-06,62.118773470397123,53.499715359382265,84.4694686840593,34.866349068742224,0.38040110959678897,0.38040110959678897,0,0.0011255083639127861,1.1933624725725182E-06,6.6297915142917679E-07,0,0,-4.3289002987334513E-05,0,0,0,1.3757293162550248,-0.022368827955880837,0.022300591224976664,-0.020063792571252185,-0.021782178217821781,-0.020242914979757085
170,49.118700775555396,0.18676386385924917,141.15792620317035,8.7012881920276129E-08,0.45081619959258296,0.45081619959258296,0,0,0,0,0,0,0,5.5512859134521086E-06,62.110090056579409,53.480565417455736,84.487818817847383,34.873958036211228,0.3802980570015026,0.3802980570015026,0,0,0,0,0,0,0.00010305259528636812,0,0,0,1.3757293162550248,-0.023193485207710546,0.022922933305673684,-0.020784031278938162,-0.022511724856696197,-0.021384823004256204
180,49.120641768046809,0.1914205600522991,141.16622708283677,5.6830549044960945E-08,0.45081551569798028,0.45081551569798028,0,0,0,0,0,0,0,6.8389460267104241E-07,62.095005994830288,53.462597058568527,84.499667598600979,34.891063900210227,0.380309073627164,0.380309073627164,0,0,0,0,0,0,-1.1016625661386392E-05,0,0,0,1.3757293162550248,-0.023193485207710546,0.022922933305673684,-0.020784031278938162,-0.022824387701928087,-0.021281013183847192
190,49.127521576749778,0.19598982603804507,141.18135644948384,3.4641139053482375E-08,0.45081164679692048,0.45081164679692048,0,0,0,0,0,0,0,3.8689010598003115E-06,62.094704125402231,53.455581019311886,84.5087043302836,34.911594353774717,0.38041870189786253,0.38041870189786253,0,0.0011162218954865466,1.1835161459898554E-06,6.57508969994364E-07,0,0,-0.00010962827069854741,0,0,0,1.3757293162550248,-0.022162663642923412,0.02209314386474432,-0.020269575059162465,-0.021782178217821781,-0.020242914979757085
